"Award_Identifier","Extending_Organization","Extending_Organization_Office","Accountable_Organization","Accountable_Organization_Office","Implementing_Organization","Implementing_Organization_Type","Implementing_Organization_Country","Implementing_Organization_DUNS_Number","Award_Title","Award_Description","Award_Status","Award_Collaboration_Type","Award_Total_Estimated_Value","Award_Interagency_Transfer_Status","Award_Start_Date","Award_End_Date","Recipient_Location","Award_Transaction_Description ","Award_Transaction_Value","Award_Transaction_Type","Award_Transaction_Date","Award_Transaction_Fiscal_Year","Award_Transaction_Fiscal_Quarter","Award_Transaction_Aid_Type","Award_Transaction_Tied_Status","Award_Transaction_Flow_Type","Award_Transaction_Finance_Type","Award_Transaction_DAC_Purpose_Code","Award_Transaction_DAC_Purpose_Code_Name","Award_Transaction_US_Foreign_Assistance_Code","Award_Transaction_US_Foreign_Assistance_Category","Award_Transaction_US_Foreign_Assistance_Sector","Treasury_Account_Codes","Treasury_Account_Title","Treasury_Account_Start_Fiscal_Year","Treasury_Account_End_Fiscal_Year","Data_Submission_Date"
"BA813864","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","Information Redacted","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","257","Disbursement","2017-09-11 00:00:00","2017","4","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"006E19AC","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","106.66","Disbursement","2017-08-15 00:00:00","2017","4","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"000001","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","Information Redacted","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Amendment","-78.859999999999999","Commitment","2017-04-28 00:00:00","2017","3","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"000001","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","Information Redacted","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Amendment","-182","Commitment","2017-04-28 00:00:00","2017","3","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"66C5B2C8","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","Information Redacted","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","2224","Disbursement","2017-07-17 00:00:00","2017","4","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"14R312","U.S. Department of State","State Department","Department of Justice","Drug Enforcement Administration","Drug Enforcement Administration","Government","United States","878881879","IN23C104 International Narcotics and Law Enforcement/ Europe and Asia Programs","Training program for the Central Asian Republics in cooperation with the Turkish Academy Against Drugs and Organized Crime (TADOC).","Implementation","Multilateral","492822","632b","2014-04-30 00:00:00","2016-04-29 00:00:00","Turkey","DISBURSEMENT","60.399999999999999","Disbursement","2015-12-15 00:00:00","2016","1","Project-type interventions","Untied","ODA","Aid grant excluding debt reorganisation","16063","Narcotics control","1004","Peace and Security","Counter-Narcotics","11 1022","International Narcotics Control and Law Enforcement, International Security Assistance, State","2013","2014","2015-12-31 00:00:00"
"8.964233492e+011","U.S. Agency for International Development","","U.S. Agency for International Development","Bureau for Democracy, Conflict, and Humanitarian Assistance","Vendor implementing direct administrative services","","","","Administrative Costs","This award is for a direct administrative costs or operating expenses of the U.S. Agency for International Development.","Completion","Bilateral","0","Direct Appropriation","2014-10-01 00:00:00","2015-09-30 00:00:00","Turkey","This award is for a direct administrative costs or operating expenses of the U.S. Agency for International Development.","16591.59","Commitment","2015-03-31 00:00:00","2015","2","Administrative costs not included elsewhere","Tied","ODA","Aid grant excluding debt reorganisation","91010","Administrative costs","8001","Program Management","Direct Administrative Costs","72 1037","Economic Support Fund, Funds Appropriated to the President","0","0","2015-03-31 00:00:00"
"A43BEEC4","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","15.1","Disbursement","2017-08-02 00:00:00","2017","4","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"E64DEA45","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Reversal","-15.1","Commitment","2017-08-02 00:00:00","2017","4","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"C7A43D7F","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","Information Redacted","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","283.27999999999997","Disbursement","2017-03-13 00:00:00","2017","2","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"15R038","Department of Defense","HQ U.S. European Command","Department of Justice","Drug Enforcement Administration","Drug Enforcement Administration","Government","United States","878881879","HQ USEUCOM CNT funds are provided to DEA for various training events within the USEUCOM AOR.","Jandarma Beta course, counternarcotics training, Turkey.","Implementation","Multilateral","718863","Economy Act","2015-07-14 00:00:00","2015-09-30 00:00:00","Turkey","COMMITMENT","15523","Commitment","2015-08-13 00:00:00","2015","4","Project-type interventions","Untied","ODA","Aid grant excluding debt reorganisation","16063","Narcotics control","1004","Peace and Security","Counter-Narcotics","11 1022","International Narcotics Control and Law Enforcement, International Security Assistance, State","2015","2015","2015-12-31 00:00:00"
"E90698D8","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","Information Redacted","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","726.78999999999996","Disbursement","2016-11-25 00:00:00","2017","1","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
"14R312","U.S. Department of State","State Department","Department of Justice","Drug Enforcement Administration","Drug Enforcement Administration","Government","United States","878881879","IN23C104 International Narcotics and Law Enforcement/ Europe and Asia Programs","Training program for the Central Asian Republics in cooperation with the Turkish Academy Against Drugs and Organized Crime (TADOC).","Implementation","Multilateral","492822","632b","2014-04-30 00:00:00","2016-04-29 00:00:00","Turkey","DISBURSEMENT","59.07","Disbursement","2015-10-30 00:00:00","2016","1","Project-type interventions","Untied","ODA","Aid grant excluding debt reorganisation","16063","Narcotics control","1004","Peace and Security","Counter-Narcotics","11 1022","International Narcotics Control and Law Enforcement, International Security Assistance, State","2013","2014","2015-12-31 00:00:00"
"828DDDB6","U.S. Department of State","State Department","U.S. Department of State","Bureau Of Population, Refugees, And Migration","Information Redacted","","","Information Redacted","Information Redacted","Conflict Trans.&Reconst&Stabil","Completion","Bilateral","0","Direct Appropriation","","","Turkey","Original","189.53","Disbursement","2017-01-23 00:00:00","2017","2","Administrative costs not included elsewhere","Untied","ODA","Aid grant excluding debt reorganisation","72050","Relief co-ordination; protection and support services","7001","Humanitarian Assistance","Protection, Assistance and Solutions","19 1143","Migration and Refugee Assistance, State","0","0","2018-02-15 00:00:00"
